스킬 인덱스,,4095까지 사용가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
기사,,,,,,,궁사,,,,,,마법사,,,,,,소환사,,,,,,세그날레,,,,,,바기 워리어,,,,,
마스터리,1,소드 마스터리,K_1_1_SwordMastery.csv,101,어질리티,K_2_2_Nimbleness.csv,201,보우 마스터리,A_1_1_BowMastery.csv,301,,,401,에너지 마스터리,M_1_1_EnergyMastery.csv,501,아이스 마스터리,M_3_1_IceMastery.csv,601,비스트 마스터리,S_1_1_BeastMastery.csv,701,,,801,힐링 마스터리,H_1_1_HealingMastery.csv,901,,,1001,와일드 배쉬,B_1_1_WildBash.csv,1101,혼 마스터리,B_2_1_SpirtMastery.csv
,2,샤픈 블레이드,K_1_1_ShapenBlade.csv,102,윈드 러쉬,K_2_2_WindRush.csv,202,크로스보우 마스터리,A_1_1_CrossMastery.csv,302,,,402,에너지 잽,M_1_1_EnergyJap.csv,502,아이스 볼트,M_3_2_IceBolt.csv,602,레굴루스,S_1_1_Regulus.csv,702,,,802,운드 힐링,H_1_1_WoundHealing.csv,902,,,1002,마샬아츠 마스터리,B_1_1_MartialAtrsMastery.csv,1102,체인 버스트,B_2_1_ChainBurst.csv
,3,소드 디펜스,K_1_1_SwordDefense.csv,103,어택 엑셀레이션,K_2_2_AttackAcceleration.csv,203,멀티플 샷,A_1_1_MultipleShot.csv,303,,,403,시즈 님비스,M_1_4_SizNimbus.csv,503,아이스 웨이브,M_3_2_IceWave.csv,603,그류페인,S_1_1_Grupain.csv,703,,,803,패스트 힐링,H_1_1_FastHealing.csv,903,,,1003,더블 스매시,B_1_1_DoubleSmash.csv,1103,어스 퀘이크,B_2_1_EarthQuake.csv
,4,페이돌 런지,K_1_1_FatalLunge.csv,104,인센스빌리티,K_2_2_Insensibility.csv,204,스트라이크 샷,A_1_1_StrikeShot.csv,304,,,404,에너지 헤머,M_1_1_EnergyHammer.csv,504,아이스 스파이크,M_3_2_IceSpike.csv,604,셀라임,S_1_1_Selaim.csv,704,,,804,하이퍼힐,H_1_1_Hyperheal.csv,904,,,1004,하드 블로우,B_1_1_HardBlow.csv,1104,바일런트 게일,B_2_1_Violentgale.csv
,5,에어 스매슁,K_1_1_AirSmashing.csv,105,,,205,스컬 샷,A_1_1_SquallShot.csv,305,,,405,에너지 볼트,M_1_1_EnergyBlot.csv,505,아이스 스톰,M_3_2_IceStorm.csv,605,불라곤,S_1_1_Vulagon.csv,705,,,805,리커버,H_1_1_Recover.csv,905,,,1005,쇼크 웨이브,B_1_1_ShockWave.csv,1105,아웃레이지,B_2_1_Outrage.csv
,6,,,106,,,206,트라이앵글 샷,A_1_1_TriangleShot.csv,306,,,406,스포일 디비니티,M_1_1_SpoilDivinity.csv,506,아이스 블랭켓,M_3_2_IceBlanket.csv,606,아가레스,S_1_1_Agares.csv,706,,,806,셀프 힐링,H_1_1_SelfHealing.csv,906,,,1006,트리플 레비지,B_1_1_TripleRavage.csv,1106,토네이도,B_2_1_Tornado.csv
,7,,,107,,,207,피어싱 샷,A_1_1_PiercingShot.csv,307,,,407,아쿠아 셔클,M_1_1_AquaShackle.csv,507,프리징 스프리트,M_3_2_FreezingSpirit.csv,607,,,707,,,807,,,907,,,1007,매드 블러지,B_1_1_MadBarrage.csv,1107,데드 스파크,B_2_1_DeadSpark.csv
,8,,,108,,,208,가이드 샷,A_1_1_GuideShot.csv,308,,,408,,,508,그래셔스 애디 ,M_3_2_GlaciersEddy.csv,608,,,708,,,808,,,908,,,1008,스피릿 샤우트,B_1_1_SpiritsShout.csv,1108,,
,9,,,109,,,209,벌너어블 포인트,A_1_1_VulnerablePoint.csv,309,,,409,,,509,,,609,,,709,,,809,,,909,,,1009,카니지,B_1_1_Carnage.csv,1109,,
,10,,,110,,,210,원더 파이어링,A_1_1_WonderFiring.csv,310,,,410,,,510,,,610,,,710,,,810,,,910,,,1010,,,1110,,
