skill,
Index,65
MaxLevel,10
MaxStyleCode,1
Name,아이겐 데쉬
Distance,6
TypeFlag,ACTION
PCClassFlag,SWD
Target,4
AvailFlag,1
IconIndex,65
IconPosX,3
IconPosY,4
IconTabIndex,1
Description,듀얼 무기\ 검기를 이용해 원거리의 적을 베어버린다.
ActionType,PREPARE
ReadyActionStyle,0,,,,,,,,,,,,,,,,,,,
ReadyActionIndex,0,,,,,,,,,,,,,,,,,,,
ReadyActionTimeTick,0,,,,,,,,,,,,,,,,,,,
ReadyEffectID,0,,,,,,,,,,,,,,,,,,,
ReadySceneID,0,,,,,,,,,,,,,,,,,,,
ReadyEffectTime,0,,,,,,,,,,,,,,,,,,,
ChargeActionStyle,0,,,,,,,,,,,,,,,,,,,
ChargeActionIndex,0,,,,,,,,,,,,,,,,,,,
ChargeActionTimeTick,0,,,,,,,,,,,,,,,,,,,
ChargeEffectID,0,,,,,,,,,,,,,,,,,,,
ChargeSceneID,0, ,,,,,,,,,,,,,,,,,,
ChargeEffectTime,0,,,,,,,,,,,,,,,,,,,


Combo,,,,,,,,,,,,,,,,,Style,,,
ComboIndex,ActionType,Style,ActionIndex,TimeTick,EffectID,SceneID,EffectTime,ResultCode,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,Arg7,ResultEffectID,ResultSceneID,ResultEffectTime,StyleCodeIndex,StyleCode
0,ACTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUAL
1,NO_CANCEL,255,78,700,0,0,0,1000101,0,304,0,0,0,0,0,0,0,0,1,
2,NO_CANCEL,255,79,210,0,0,0,1000101,0,304,0,0,0,0,0,0,0,0,2,
3,NO_CANCEL,255,80,530,0,0,0,1000101,0,304,0,0,0,0,0,0,0,0,3,
4,NO_CANCEL,255,81,210,0,0,0,1000101,0,304,0,0,0,0,0,0,0,0,4,
5,NO_CANCEL,255,82,700,0,0,0,1000414,0,304,100,321,2000,0,0,0,0,0,5,
6,NO_CANCEL,255,83,2500,0,0,0,1000201,340,0,304,0,0,0,0,0,0,0,6,
7,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
8,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
9,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
10,ACTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
11,NO_CANCEL,255,78,700,0,0,0,1000101,0,409,0,0,0,0,0,0,0,0,11,
12,NO_CANCEL,255,79,210,0,0,0,1000101,0,409,0,0,0,0,0,0,0,0,12,
13,NO_CANCEL,255,80,530,0,0,0,1000101,0,402,0,0,0,0,0,0,0,0,13,
14,NO_CANCEL,255,81,210,0,0,0,1000101,0,402,0,0,0,0,0,0,0,0,14,
15,NO_CANCEL,255,82,700,0,0,0,1000414,0,402,100,322,2000,0,0,0,0,0,15,
16,NO_CANCEL,255,83,2500,0,0,0,1000201,340,0,402,0,0,0,0,0,0,0,16
17,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
18,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
19,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
20,ACTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21,NO_CANCEL,255,78,700,0,0,0,1000101,0,525,0,0,0,0,0,0,0,0,
22,NO_CANCEL,255,79,210,0,0,0,1000101,0,525,0,0,0,0,0,0,0,0,
23,NO_CANCEL,255,80,530,0,0,0,1000101,0,512,0,0,0,0,0,0,0,0,
24,NO_CANCEL,255,81,210,0,0,0,1000101,0,512,0,0,0,0,0,0,0,0,
25,NO_CANCEL,255,82,700,0,0,0,1000414,0,512,100,323,2000,0,0,0,0,0,
26,NO_CANCEL,255,83,2500,0,0,0,1000201,340,0,512,0,0,0,0,0,0,0,
27,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
28,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
29,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30,ACTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
31,NO_CANCEL,255,78,700,0,0,0,1000101,0,653,0,0,0,0,0,0,0,0,
32,NO_CANCEL,255,79,210,0,0,0,1000101,0,653,0,0,0,0,0,0,0,0
33,NO_CANCEL,255,80,530,0,0,0,1000101,0,631,0,0,0,0,0,0,0,0
34,NO_CANCEL,255,81,210,0,0,0,1000101,0,631,0,0,0,0,0,0,0,0
35,NO_CANCEL,255,82,700,0,0,0,1000414,0,631,100,324,2000,0,0,0,0,0
36,NO_CANCEL,255,83,2500,0,0,0,1000201,340,0,631,0,0,0,0,0,0,0
37,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,ACTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,NO_CANCEL,255,78,700,0,0,0,1000101,0,793,0,0,0,0,0,0,0,0
42,NO_CANCEL,255,79,210,0,0,0,1000101,0,793,0,0,0,0,0,0,0,0
43,NO_CANCEL,255,80,530,0,0,0,1000101,0,762,0,0,0,0,0,0,0,0
44,NO_CANCEL,255,81,210,0,0,0,1000101,0,762,0,0,0,0,0,0,0,0
45,NO_CANCEL,255,82,700,0,0,0,1000414,0,762,100,325,2000,0,0,0,0,0
46,NO_CANCEL,255,83,2500,0,0,0,1000201,340,0,762,0,0,0,0,0,0,0
47,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,ACTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,NO_CANCEL,255,78,700,0,0,0,1000101,0,945,0,0,0,0,0,0,0,0
52,NO_CANCEL,255,79,210,0,0,0,1000101,0,945,0,0,0,0,0,0,0,0
53,NO_CANCEL,255,80,530,0,0,0,1000101,0,904,0,0,0,0,0,0,0,0
54,NO_CANCEL,255,81,210,0,0,0,1000101,0,904,0,0,0,0,0,0,0,0
55,NO_CANCEL,255,82,700,0,0,0,1000414,0,904,100,326,2000,0,0,0,0,0
56,NO_CANCEL,255,83,2500,0,0,0,1000201,340,0,904,0,0,0,0,0,0,0
57,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,ACTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,NO_CANCEL,255,78,700,0,0,0,1000101,0,1109,0,0,0,0,0,0,0,0
62,NO_CANCEL,255,79,210,0,0,0,1000101,0,1109,0,0,0,0,0,0,0,0
63,NO_CANCEL,255,80,530,0,0,0,1000101,0,1057,0,0,0,0,0,0,0,0
64,NO_CANCEL,255,81,210,0,0,0,1000101,0,1057,0,0,0,0,0,0,0,0
65,NO_CANCEL,255,82,700,0,0,0,1000414,0,1057,100,327,2000,0,0,0,0,0
66,NO_CANCEL,255,83,2500,0,0,0,1000201,340,0,1057,0,0,0,0,0,0,0
67,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,ACTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,NO_CANCEL,255,78,700,0,0,0,1000101,0,1285,0,0,0,0,0,0,0,0
72,NO_CANCEL,255,79,210,0,0,0,1000101,0,1285,0,0,0,0,0,0,0,0
73,NO_CANCEL,255,80,530,0,0,0,1000101,0,1221,0,0,0,0,0,0,0,0
74,NO_CANCEL,255,81,210,0,0,0,1000101,0,1221,0,0,0,0,0,0,0,0
75,NO_CANCEL,255,82,700,0,0,0,1000414,0,1221,100,328,2000,0,0,0,0,0
76,NO_CANCEL,255,83,2500,0,0,0,1000201,340,0,1221,0,0,0,0,0,0,0
77,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
