QuestIndex,1154,,,,,

MessageIndex,StringCode,Menu0,Menu1,Menu2,Menu3,Menu4
99,99,0,0,0,0,0
10000,10000,10001,10002,0,0,0
10001,10001,0,0,0,0,0
10002,10002,0,0,0,0,0
10020,10020,0,0,0,0,0
10030,10030,0,0,0,0,0
11000,11000,11001,0,0,0,0
11001,11001,0,0,0,0,0
11100,11100,11101,0,0,0,0
11101,11101,0,0,0,0,0
12000,12000,0,0,0,0,0
13000,13000,13001,0,0,0,0
13001,13001,0,0,0,0,0
14000,14000,14001,14002,14003,0,0
14001,14001,0,0,0,0,0
14002,14002,0,0,0,0,0
14003,14003,0,0,0,0,0
16000,16000,0,0,0,0,0
20000,20000,20001,0,0,0,0
20001,20001,0,0,0,0,0
30000,30000,30001,0,0,0,0
30001,30001,0,0,0,0,0
110,110,0,0,0,0,0
2100,2100,0,0,0,0,0
201,201,0,0,0,0,0
