QuestIndex,1064,,,,,

MessageIndex,StringCode,Menu0,Menu1,Menu2,Menu3,Menu4
99,99,0,0,0,0,0
100,100,0,0,0,0,0
110,110,0,0,0,0,0
201,201,0,0,0,0,0
1000,1000,0,0,0,0,0
1100,1100,0,0,0,0,0
1200,1200,0,0,0,0,0
2000,2000,0,0,0,0,0
3000,3000,0,0,0,0,0
4000,4000,14001,0,0,0,0
10000,10000,10001,10002,0,0,0
10001,10001,0,0,0,0,0
10002,10002,0,0,0,0,0
10010,10010,0,0,0,0,0
10020,10020,0,0,0,0,0
11000,11000,0,0,0,0,0
20000,20000,20001,20002,20003,0,0
20001,20001,0,0,0,0,0
20002,20002,0,0,0,0,0
20003,20003,0,0,0,0,0
11100,11100,0,0,0,0,0
12000,12000,12001,0,0,0,0
12001,12001,0,0,0,0,0
12010,12010,12011,0,0,0,0
12011,12011,0,0,0,0,0
12020,12020,12021,12022,0,0,0
12021,12021,0,0,0,0,0
12022,12022,0,0,0,0,0
12030,12030,12031,0,0,0,0
12031,12031,0,0,0,0,0
13000,13000,13001,0,0,0,0
13001,13001,0,0,0,0,0
14000,14000,14001,0,0,0,0
14001,14001,0,0,0,0,0
21000,21000,21001,0,0,0,0
21001,21001,0,0,0,0,0
