QuestIndex,1071,,,,,

MessageIndex,StringCode,Menu0,Menu1,Menu2,Menu3,Menu4
100,100,0,0,0,0,0
110,110,0,0,0,0,0
200,200,0,0,0,0,0
201,201,0,0,0,0,0
1000,1000,0,0,0,0,0
1001,1001,0,0,0,0,0
1100,1100,0,0,0,0,0
10000,10000,10001,10002,0,0,0
10001,10001,0,0,0,0,0
10002,10002,0,0,0,0,0
10010,10010,10011,10012,0,0,0
10020,10020,0,0,0,0,0
10011,10011,0,0,0,0,0
10012,10012,0,0,0,0,0
10100,10100,10101,0,0,0,0
10101,10101,0,0,0,0,0
10200,10200,10201,0,0,0,0
10201,10201,0,0,0,0,0
10210,10210,10211,0,0,0,0
10211,10211,0,0,0,0,0
10220,10220,10221,0,0,0,0
10221,10221,0,0,0,0,0
10230,10230,10101,0,0,0,0
11000,11000,10101,0,0,0,0
12000,12000,0,0,0,0,0
20000,20000,20001,0,0,0,0
20001,20001,0,0,0,0,0
99,99,0,0,0,0,0
