QuestIndex,TextFileName
11,Quest_00011_Errand_Dorothy.csv
12,Quest_00012_Errand_Dorothy.csv
13,Quest_00013_Errand_Dorothy.csv
14,Quest_00014_Errand_Dorothy.csv
41,Quest_00041_LostBox_Sonia.csv
42,Quest_00042_LostBox_Sonia.csv
43,Quest_00043_LostBox_Sonia.csv
44,Quest_00044_LostBox_Sonia.csv
51,Quest_00051_LetterToMilitia_Sonia.csv
52,Quest_00052_LetterToMilitia_Sonia.csv
53,Quest_00053_LetterToMilitia_Sonia.csv
61,Quest_00061_Drunken_Embarco.csv
62,Quest_00062_Drunken_Embarco.csv
63,Quest_00063_Drunken_Embarco.csv
71,Quest_00071_Key_Holde.csv
81,Quest_00081_Woman_Luxy.csv
91,Quest_00091_FarmersDaughter_Bebero.csv
92,Quest_00092_FarmersDaughter_Bebero.csv
101,Quest_00101_Research_Luxy.csv
102,Quest_00102_Research_Luxy.csv
111,Quest_00111_KahlsLove_Noire.csv
112,Quest_00112_KahlsLove_Noire.csv
113,Quest_00113_KahlsLove_Noire.csv
121,Quest_00121_Blood_Aaron.csv
141,Quest_00141_Reter_Sonia.csv
142,Quest_00142_Reter_Sonia.csv
151,Quest_00151_Ambition_Sonia.csv
161,Quest_00161_OldBook_Mariel.csv
162,Quest_00162_OldBook_Mariel.csv
163,Quest_00163_OldBook_Mariel.csv
164,Quest_00164_OldBook_Mariel.csv
165,Quest_00165_OldBook_Mariel.csv
171,Quest_00171_Ring_Odellia.csv
172,Quest_00172_Ring_Odellia.csv
173,Quest_00173_Ring_Odellia.csv
174,Quest_00174_Ring_Odellia.csv
181,Quest_00181_GrandFall_Fidelio.csv
182,Quest_00182_GrandFall_Fidelio.csv
191,Quest_00191_Tail_Yachi.csv
201,Quest_00201_Hunters_Britten.csv
202,Quest_00202_Hunters_Britten.csv
203,Quest_00203_Hunters_Britten.csv
204,Quest_00204_Hunters_Britten.csv
206,Quest_00206_Hunters_Deneb.csv
207,Quest_00207_Hunters_Deneb.csv
208,Quest_00208_Hunters_Deneb.csv
209,Quest_00209_Hunters_Deneb.csv
211,Quest_00211_Zodiac_Jajamouse.csv
221,Quest_00221_Flower_Bebero.csv
222,Quest_00222_Flower_Bebero.csv
223,Quest_00223_Flower_Bebero.csv
231,Quest_00231_Teeth_Sonia.csv
241,Quest_00241_BraikenDefence_Duncan.csv
242,Quest_00242_BraikenDefence_Duncan.csv
243,Quest_00243_BraikenDefence_Duncan.csv
244,Quest_00244_BraikenDefence_Duncan.csv
251,Quest_00251_LoaDefence_Judiana.csv
252,Quest_00252_LoaDefence_Judiana.csv
253,Quest_00253_LoaDefence_Judiana.csv
254,Quest_00254_LoaDefence_Judiana.csv
261,Quest_00261_Beginning.csv
271,Quest_00271_Beginning.csv
281,Quest_00281_Beginning.csv
291,Quest_00291_Beginning.csv
301,Quest_00301_Beginning.csv
311,Quest_00311_Beginning.csv
321,Quest_00321_BraikenDefence_Tanesia.csv
322,Quest_00322_BraikenDefence_Tanesia.csv
323,Quest_00323_BraikenDefence_Tanesia.csv
324,Quest_00324_BraikenDefence_Tanesia.csv
331,Quest_00331_BraikenDefence_Jawoods.csv
332,Quest_00332_BraikenDefence_Jawoods.csv
333,Quest_00333_BraikenDefence_Jawoods.csv
334,Quest_00334_BraikenDefence_Jawoods.csv
341,Quest_00341_BraikenDefence_Ingrid.csv
342,Quest_00342_BraikenDefence_Ingrid.csv
343,Quest_00343_BraikenDefence_Ingrid.csv
344,Quest_00344_BraikenDefence_Ingrid.csv
941,Quest_00941_BraikenDefence_Amie.csv
942,Quest_00942_BraikenDefence_Amie.csv
943,Quest_00943_BraikenDefence_Amie.csv
944,Quest_00944_BraikenDefence_Amie.csv
351,Quest_00351_LoaDefence_Bruno.csv
352,Quest_00352_LoaDefence_Bruno.csv
353,Quest_00353_LoaDefence_Bruno.csv
354,Quest_00354_LoaDefence_Bruno.csv
361,Quest_00361_LoaDefence_Eloyi.csv
362,Quest_00362_LoaDefence_Eloyi.csv
363,Quest_00363_LoaDefence_Eloyi.csv
364,Quest_00364_LoaDefence_Eloyi.csv
371,Quest_00371_LoaDefence_Giovanni.csv
372,Quest_00372_LoaDefence_Giovanni.csv
373,Quest_00373_LoaDefence_Giovanni.csv
374,Quest_00374_LoaDefence_Giovanni.csv
951,Quest_00951_LoaDefence_Valerie.csv
952,Quest_00952_LoaDefence_Valerie.csv
953,Quest_00953_LoaDefence_Valerie.csv
954,Quest_00954_LoaDefence_Valerie.csv
381,Quest_00381_Manual.csv
391,Quest_00391_Manual.csv
401,Quest_00401_Manual.csv
411,Quest_00411_Manual.csv
421,Quest_00421_Manual.csv
431,Quest_00431_Manual.csv
441,Quest_00441_Broken_Ricca.csv
451,Quest_00451_KalizioSuccessor_Azrai.csv
461,Quest_00461_MarielSpear_Britten.csv
471,Quest_00471_Yod_Geofrey.csv
472,Quest_00472_Yod_Geofrey.csv
473,Quest_00473_Yod_Geofrey.csv
481,Quest_00481_Will_Mansalena.csv
482,Quest_00482_Will_Mansalena.csv
486,Quest_00486_Will_Mansalena.csv
487,Quest_00487_Will_Mansalena.csv
491,Quest_00491_Hero_Noire.csv
496,Quest_00496_Hero_Bartol.csv
501,Quest_00501_Witness_Assam.csv
502,Quest_00502_Witness_Assam.csv
511,Quest_00511_scared_batol.csv
512,Quest_00512_scared_batol.csv
513,Quest_00513_scared_batol.csv
521,Quest_00521_Betting_Jericho.csv
526,Quest_00526_Betting_Jericho.csv
531,Quest_00531_bednews_Catar.csv
541,Quest_00541_Virgin_Delcador.csv
542,Quest_00542_Virgin_Delcador.csv
551,Quest_00551_Pain_Aaron.csv
561,Quest_00561_Obstacle_Aaron.csv
571,Quest_00571_Truth_Sylvester.csv
572,Quest_00572_Truth_Sylvester.csv
573,Quest_00573_Truth_Sylvester.csv
581,Quest_00581_JodiacLetter_Delcador.csv
582,Quest_00582_JodiacLetter_Delcador.csv
583,Quest_00583_JodiacLetter_Delcador.csv
584,Quest_00584_JodiacLetter_Delcador.csv
585,Quest_00585_JodiacLetter_Delcador.csv
591,Quest_00591_JodiacLetter_Berkse.csv
592,Quest_00592_JodiacLetter_Berkse.csv
593,Quest_00593_JodiacLetter_Berkse.csv
594,Quest_00594_JodiacLetter_Berkse.csv
595,Quest_00595_JodiacLetter_Berkse.csv
601,Quest_00601_Dark_Orpheus.csv
611,Quest_00611_Dark_Orpheus.csv
621,Quest_00621_Dark_Orpheus.csv
631,Quest_00631_Dark_Orpheus.csv
641,Quest_00641_Dark_Esteban.csv
651,Quest_00651_Dark_Esteban.csv
661,Quest_00661_Dark_Esteban.csv
671,Quest_00671_Dark_Esteban.csv
681,Quest_00681_Crevas_Oscar.csv
691,Quest_00691_Inside_Andrew.csv
692,Quest_00692_Inside_Andrew.csv
701,Quest_00701_outside_Jackson.csv
702,Quest_00702_outside_Jackson.csv
711,Quest_00711_Hallucinations_Buravo.csv
712,Quest_00712_Hallucinations_Buravo.csv
713,Quest_00713_Hallucinations_Buravo.csv
721,Quest_00721_Room_Catar.csv
731,Quest_00731_Room_Catar.csv
741,Quest_00741_Room_Catar.csv
751,Quest_00751_Gate.csv
761,Quest_00761_Room_Catar.csv
771,Quest_00771_Room_Catar.csv
781,Quest_00781_Room_Catar.csv
791,Quest_00791_Gate.csv
801,Quest_00801_GoldSand_keilah.csv
811,Quest_00811_Hope_Hamon.csv
812,Quest_00812_Hope_Hamon.csv
821,Quest_00821_Seller_Zemaraim.csv
831,Quest_00831_Intruder_Rouf.csv
841,Quest_00841_Betting_Bourbaki.csv
861,Quest_00861_IntoDesert_Hamon.csv
871,Quest_00871_Goodness_Moris.csv
881,Quest_00881_Request_Ricardo.csv
901,Quest_00901_Legend_Moris.csv
911,Quest_00911_Crespo_Gholein.csv
921,Quest_00921_Young_Gwyneth.csv
922,Quest_00922_Young_Gwyneth.csv
923,Quest_00923_Young_Gwyneth.csv
931,Quest_00931_AntiIncar_Cooper.csv
932,Quest_00932_AntiIncar_Cooper.csv
961,Quest_00961_AntiIncar2_Cooper.csv
962,Quest_00962_AntiIncar2_Cooper.csv
963,Quest_00963_AntiIncar2_Cooper.csv
964,Quest_00964_AntiIncar2_Cooper.csv
971,Quest_00971_Family_Tinto.csv
972,Quest_00972_Family_Tinto.csv
973,Quest_00973_Family_Tinto.csv
981,Quest_00981_Revenge_Cenchrea.csv
991,Quest_00991_Business1_Britten.csv
992,Quest_00992_Business1_Britten.csv
1151,Quest_01151_PythonCastle_Hamon.csv
1152,Quest_01152_PythonCastle_Hamon.csv
1153,Quest_01153_PythonCastle_Hamon.csv
1154,Quest_01154_PythonCastle_Hamon.csv
1001,Quest_01001_Question_Hamon.csv
1011,Quest_01011_Business2_Bozez.csv
1012,Quest_01012_Business2_Bozez.csv
1021,Quest_01021_Assassination_Valerie.csv
1031,Quest_01031_Nightmare_Vielt.csv
1036,Quest_01036_Nightmare_Mansalena.csv
1037,Quest_01037_Nightmare_Mansalena.csv
1041,Quest_01041_Bell_Germo.csv
1051,Quest_01051_Enemy_Jerome.csv
1061,Quest_01061_Chaos_Hamon.csv
1062,Quest_01062_Chaos_Hamon.csv
1063,Quest_01063_Chaos_Hamon.csv
1064,Quest_01064_Chaos_Hamon.csv
1071,Quest_01071_Training_Adrian.csv
1072,Quest_01072_Training_Adrian.csv
1073,Quest_01073_Training_Adrian.csv
1081,Quest_01081_Training_Bernaud.csv
1082,Quest_01082_Training_Bernaud.csv
1083,Quest_01083_Training_Bernaud.csv
1091,Quest_01091_Training_Denis.csv
1092,Quest_01092_Training_Denis.csv
1093,Quest_01093_Training_Denis.csv
1101,Quest_01101_Training_Julien.csv
1102,Quest_01102_Training_Julien.csv
1103,Quest_01103_Training_Julien.csv
1111,Quest_01111_Training_Paul.csv
1112,Quest_01112_Training_Paul.csv
1113,Quest_01113_Training_Paul.csv
1121,Quest_01121_Training_Tristan.csv
1122,Quest_01122_Training_Tristan.csv
1123,Quest_01123_Training_Tristan.csv
1131,Quest_01131_Return.csv
1141,Quest_01141_Return.csv
1161,Quest_01161_GetOutFromPython.csv
1171,Quest_01171_IntoThePython.csv
1181,Quest_01181_AfterPython.csv
1191,Quest_01191_ThroughPython.csv
1201,Quest_01201_Bluffing_Jericho.csv
1211,Quest_01211_BloodLiquid_Agatha.csv
1221,Quest_01221_Fear_Lucas.csv
1222,Quest_01222_Fear_Lucas.csv
1231,Quest_01231_Alergy_Bingo.csv
1241,Quest_01241_Fafnir_Molokai.csv
1242,Quest_01242_Fafnir_Molokai.csv
1243,Quest_01243_Fafnir_Molokai.csv
1244,Quest_01244_Fafnir_Molokai.csv
1251,Quest_01251_Fishing.csv
1261,Quest_01261_Fafnir.csv
1271,Quest_01271_FishingManual.csv
1281,Quest_01281_ExitFromFafnir.csv
1291,Quest_01291_Fishing_Lodebar.csv
1301,Quest_01301_WhiteKnight_Baron.csv
1302,Quest_01302_WhiteKnight_Baron.csv
1303,Quest_01303_WhiteKnight_Baron.csv
1311,Quest_01311_Wolf_Conrad.csv
1312,Quest_01312_Wolf_Conrad.csv
1321,Quest_01321_Alliance_Leopold.csv
1331,Quest_01331_Alliance_Gholein.csv
1341,Quest_01341_Wings_Hosea.csv
1351,Quest_01351_Oread_Isis.csv
1352,Quest_01352_Oread_Isis.csv
1361,Quest_001361_AbalronWay.csv
1362,Quest_001362_AbalronWay.csv
1363,Quest_001363_AbalronWay.csv
1364,Quest_001364_AbalronWay.csv
1371,Quest_01371_AnotherMission_Bingo.csv
1372,Quest_01372_AnotherMission_Bingo.csv
1373,Quest_01373_AnotherMission_Bingo.csv
1401,Quest_01401_Dangerous_Elvin.csv
1411,Quest_01411_Monster_Makaio.csv
1381,Quest_01381_Akelucia_molokai.csv
1382,Quest_01382_Akelucia_molokai.csv
1383,Quest_01383_Akelucia_molokai.csv
1421,Quest_01421_Pain_Mansalena.csv
1481,Quest_01481_BraikenDefence_Viracocha.csv
1482,Quest_01482_BraikenDefence_Viracocha.csv
1483,Quest_01483_BraikenDefence_Viracocha.csv
1491,Quest_01491_LoaDefence_Natos.csv
1492,Quest_01492_LoaDefence_Natos.csv
1493,Quest_01493_LoaDefence_Natos.csv
1501,Quest_01501_JodiacLetter_Berkse.csv
1511,Quest_01511_JodiacLetter_Delcador.csv
1521,Quest_01521_Manual.csv
1531,Quest_01531_Manual.csv
1541,Quest_01541_Wings_Reissue.csv
1551,Quest_01551_Manual.csv
1561,Quest_01561_Manual.csv
1571,Quest_01571_Manual.csv
1601,Quest_01601_AresMaze_adrian.csv
1602,Quest_01602_AresMaze_adrian.csv
1603,Quest_01603_AresMaze_adrian.csv
1611,Quest_01611_MortMaze_JULIEN.csv
1612,Quest_01612_MortMaze_JULIEN.csv
1613,Quest_01613_MortMaze_JULIEN.csv
1701,Quest_01701_Test_Rasharon.csv
1702,Quest_01702_Test_Rasharon.csv
1703,Quest_01703_Test_Rasharon.csv
1704,Quest_01704_Test_Rasharon.csv
1705,Quest_01705_Test_Rasharon.csv
1706,Quest_01706_Test_Rasharon.csv
1721,Quest_1721_Payable.csv
1731,Quest_1731_Payable.csv
1741,Quest_1741_Payable.csv
1751,Quest_1751_Payable.csv
1761,Quest_1761_Payable.csv
1771,Quest_1771_Payable.csv
1781,Quest_1781_ArchMap_Exchange.csv
1801,Quest_01801_Beginning.csv
1806,Quest_01806_Beginning.csv
1811,Quest_01811_Beginning.csv
1816,Quest_01816_Beginning.csv
1821,Quest_01821_Beginning.csv
1826,Quest_01826_Beginning.csv
1831,Quest_01831_Beginning.csv
1841,Quest_01841_BraikenDefence_Duncan.csv
1842,Quest_01842_BraikenDefence_Duncan.csv
1846,Quest_01846_BraikenDefence_Tanesia.csv
1847,Quest_01847_BraikenDefence_Tanesia.csv
1851,Quest_01851_BraikenDefence_Jawoods.csv
1852,Quest_01852_BraikenDefence_Jawoods.csv
1856,Quest_01856_BraikenDefence_Ingrid.csv
1857,Quest_01857_BraikenDefence_Ingrid.csv
1861,Quest_01861_BraikenDefence_Amie.csv
1862,Quest_01862_BraikenDefence_Amie.csv
1866,Quest_01866_BraikenDefence_Viracocha.csv
1867,Quest_01867_BraikenDefence_Viracocha.csv
1871,Quest_01871_LoaDefence_Judiana.csv
1872,Quest_01872_LoaDefence_Judiana.csv
1876,Quest_01876_LoaDefence_Bruno.csv
1877,Quest_01877_LoaDefence_Bruno.csv
1881,Quest_01881_LoaDefence_Eloyi.csv
1882,Quest_01882_LoaDefence_Eloyi.csv
1886,Quest_01886_LoaDefence_Giovanni.csv
1887,Quest_01887_LoaDefence_Giovanni.csv
1891,Quest_01891_LoaDefence_Valerie.csv
1892,Quest_01892_LoaDefence_Valerie.csv
1896,Quest_01896_LoaDefence_Natos.csv
1897,Quest_01897_LoaDefence_Natos.csv
1901,Quest_01901_Beginning.csv
1906,Quest_01906_Beginning.csv
1911,Quest_01911_Beginning.csv
1916,Quest_01916_Beginning.csv
1921,Quest_01921_Beginning.csv
1926,Quest_01926_Beginning.csv
1931,Quest_01931_Beginning.csv
1941,Quest_01941_Key_Holde.csv
1946,Quest_01946_Key_Holde.csv
1951,Quest_01951_Key_Holde.csv
1956,Quest_01956_Key_Holde.csv
1961,Quest_01961_Key_Holde.csv
1966,Quest_01966_Key_Holde.csv
1971,Quest_01971_Broken_Sword.csv
1976,Quest_01976_Broken_Sword.csv
1981,Quest_01981_Broken_Sword.csv
1986,Quest_01986_Broken_Sword.csv
1991,Quest_01991_Broken_Sword.csv
1996,Quest_01996_Broken_Sword.csv
2001,Quest_02001_Ares_Zombie.csv
2011,Quest_02011_Morte_Kerberos.csv
2021,Quest_02021_Braiken_Denebway.csv
2031,Quest_02031_Loa_Denebway.csv
2041,Quest_02041_Reter_Agatha.csv
