QuestIndex,1351,,,,,

MessageIndex,StringCode,Menu0,Menu1,Menu2,Menu3,Menu4
99,99,0,0,0,0,0
100,100,0,0,0,0,0
110,110,0,0,0,0,0
201,201,0,0,0,0,0
300,300,0,0,0,0,0
1000,1000,0,0,0,0,0
10000,10000,10001,0,0,0,0
10001,10001,0,0,0,0,0
10010,10010,10011,0,0,0,0
10011,10011,0,0,0,0,0
10100,10100,10101,10102,0,0,0
10101,10101,0,0,0,0,0
10102,10102,0,0,0,0,0
10110,10110,0,0,0,0,0
10120,10120,0,0,0,0,0
11000,11000,0,0,0,0,0
14000,14000,0,0,0,0,0
15000,15000,15001,0,0,0,0
15001,15001,0,0,0,0,0
16000,16000,0,0,0,0,0
20000,20000,20001,0,0,0,0
20001,20001,0,0,0,0,0
