2604,3600,48,75
2604,3600,50,75
2604,3600,48,107
2606,3600,52,77
2606,3600,47,77
2607,3600,49,80
2604,3600,51,107
2604,3600,51,107
2607,3600,49,111
2606,3600,47,111
2606,3600,53,111
2605,3600,50,139
2604,3600,48,126
2604,3600,51,126
2604,3600,51,126
2606,3600,46,128
2606,3600,53,128
2607,3600,49,127
2605,3600,50,78
2605,3600,49,109
2604,3600,43,125
2604,3600,43,125
2604,3600,57,125
2606,3600,43,127
2606,3600,57,128
2606,3600,46,140
2606,3600,54,139
2604,3600,48,137
2604,3600,51,137
2607,3600,51,110
2607,3600,47,140
2607,3600,52,140
2620,60,390,256
2620,60,370,257
2620,60,343,256
2620,60,341,257
2620,60,389,286
2620,60,367,286
2620,60,346,287
2620,60,341,287
2620,60,371,286
2620,60,343,286
2620,60,342,256
2620,60,368,256
2620,60,388,257
2620,60,391,286
2602,600,236,72
2602,600,245,61
2602,600,245,82
2602,600,259,63
2602,600,259,80
