Creature,ITEM,,,,,,,,,,,,,,
Index,56502,,,,,,,,,,,,,,
Skeleton,Item\General\Quest\GEN_EQU_QUE_59.skel,,,,,,,,,,,,,,

Style,Action,Index,Animation,Start_Inter,End_Inter,TimeLength,Swing,Strike,Timing,Split,Timing2,Freeze,Effect,CancelTime,DefaultAction
0,STAND,0,Item\General\Quest\GEN_EQU_QUE_59.anim,4,1,2,0,0,0,0,0,0,2100,0,1
0,STAND,1,Item\General\Quest\GEN_EQU_QUE_59.anim,4,1,2,0,0,0,0,0,0,2100,0,1
0,STAND,2,Item\General\Quest\GEN_EQU_QUE_59.anim,4,1,2,0,0,0,0,0,0,2100,0,1
0,STAND,3,Item\General\Quest\GEN_EQU_QUE_59.anim,4,1,2,0,0,0,0,0,0,2100,0,1
0,MOVE,0,Item\General\Quest\GEN_EQU_QUE_59.anim,4,1,2,0,0,0,0,0,0,2100,0,1
0,MOVE,1,Item\General\Quest\GEN_EQU_QUE_59.anim,4,1,2,0,0,0,0,0,0,2100,0,1
0,OPENMARKET,0,Item\General\Quest\GEN_EQU_QUE_59.anim,4,1,2,0,0,0,0,0,0,2100,0,1
0,OPENMARKET,1,Item\General\Quest\GEN_EQU_QUE_59.anim,4,1,2,0,0,0,0,0,0,2100,0,1
0,CLOSEMARKET,0,Item\General\Quest\GEN_EQU_QUE_59.anim,4,1,2,0,0,0,0,0,0,2100,0,1
1,STAND,0,Item\General\Quest\GEN_EQU_QUE_59.anim,4,1,2,0,0,0,0,0,0,2100,0,1
1,STAND,1,Item\General\Quest\GEN_EQU_QUE_59.anim,4,1,2,0,0,0,0,0,0,2100,0,1
1,MOVE,0,Item\General\Quest\GEN_EQU_QUE_59.anim,4,1,2,0,0,0,0,0,0,2100,0,1
1,MOVE,1,Item\General\Quest\GEN_EQU_QUE_59.anim,4,1,2,0,0,0,0,0,0,2100,0,1
1,OPENMARKET,0,Item\General\Quest\GEN_EQU_QUE_59.anim,4,1,2,0,0,0,0,0,0,2100,0,1
1,OPENMARKET,1,Item\General\Quest\GEN_EQU_QUE_59.anim,4,1,2,0,0,0,0,0,0,2100,0,1
1,CLOSEMARKET,0,Item\General\Quest\GEN_EQU_QUE_59.anim,4,1,2,0,0,0,0,0,0,2100,0,1
23,STAND,0,Item\General\Quest\GEN_EQU_QUE_59.anim,4,1,2,0,0,0,0,0,0,2100,0,1
23,STAND,1,Item\General\Quest\GEN_EQU_QUE_59.anim,4,1,2,0,0,0,0,0,0,2100,0,1
23,MOVE,0,Item\General\Quest\GEN_EQU_QUE_59.anim,4,1,2,0,0,0,0,0,0,2100,0,1
23,MOVE,1,Item\General\Quest\GEN_EQU_QUE_59.anim,4,1,2,0,0,0,0,0,0,2100,0,1
23,OPENMARKET,0,Item\General\Quest\GEN_EQU_QUE_59.anim,4,1,2,0,0,0,0,0,0,2100,0,1
23,OPENMARKET,1,Item\General\Quest\GEN_EQU_QUE_59.anim,4,1,2,0,0,0,0,0,0,2100,0,1
23,CLOSEMARKET,0,Item\General\Quest\GEN_EQU_QUE_59.anim,4,1,2,0,0,0,0,0,0,2100,0,1
23,OPENFISHING,0,Item\General\Quest\GEN_EQU_QUE_59.anim,4,1,2,0,0,0,0,0,0,2100,0,1
23,OPENFISHING,1,Item\General\Quest\GEN_EQU_QUE_59.anim,4,1,2,0,0,0,0,0,0,2100,0,1
23,CLOSEFISHING,0,Item\General\Quest\GEN_EQU_QUE_59.anim,4,1,2,0,0,0,0,0,0,2100,0,1
23,CLOSEFISHING,1,Item\General\Quest\GEN_EQU_QUE_59.anim,4,1,2,0,0,0,0,0,0,2100,0,1
23,CLOSEFISHING,2,Item\General\Quest\GEN_EQU_QUE_59.anim,4,1,2,0,0,0,0,0,0,2100,0,1
23,FISHFIGHTING,0,Item\General\Quest\GEN_EQU_QUE_59.anim,4,1,2,0,0,0,0,0,0,2100,0,1
23,FISHFIGHTING,1,Item\General\Quest\GEN_EQU_QUE_59.anim,4,1,2,0,0,0,0,0,0,2100,0,1
24,STAND,0,Item\General\Quest\GEN_EQU_QUE_59.anim,4,1,2,0,0,0,0,0,0,2100,0,1
24,STAND,1,Item\General\Quest\GEN_EQU_QUE_59.anim,4,1,2,0,0,0,0,0,0,2100,0,1
24,MOVE,0,Item\General\Quest\GEN_EQU_QUE_59.anim,4,1,2,0,0,0,0,0,0,2100,0,1
24,MOVE,1,Item\General\Quest\GEN_EQU_QUE_59.anim,4,1,2,0,0,0,0,0,0,2100,0,1
24,OPENMARKET,0,Item\General\Quest\GEN_EQU_QUE_59.anim,4,1,2,0,0,0,0,0,0,2100,0,1
24,OPENMARKET,1,Item\General\Quest\GEN_EQU_QUE_59.anim,4,1,2,0,0,0,0,0,0,2100,0,1
24,CLOSEMARKET,0,Item\General\Quest\GEN_EQU_QUE_59.anim,4,1,2,0,0,0,0,0,0,2100,0,1
