Creature,ITEM,,,,,,,,,,,,,,
Index,50002,,,,,,,,,,,,,,
Skeleton,Item\Armor\WIng\SWD_EQU_WIN.skel,,,,,,,,,,,,,,

Style,Action,Index,Animation,Start_Inter,End_Inter,TimeLength,Swing,Strike,Timing,Split,Timing2,Freeze,Effect,CancelTime,DefaultAction
0,STAND,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,1
0,STAND,1,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,1
0,STAND,2,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,1
0,STAND,3,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,1
0,MOVE,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,0
0,MOVE,1,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,1,0,0,0,0,0,0,0,0,0
0,OPENMARKET,0,Item\Armor\Wing\SWD_EQU_WIN_SIT.anim,1,1,4,0,0,0,0,0,0,0,0,
0,OPENMARKET,1,Item\Armor\Wing\SWD_EQU_WIN_SIT.anim,1,1,4,0,0,0,0,0,0,0,0,
0,CLOSEMARKET,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,1,1,2,0,0,0,0,0,0,0,0,
1,STAND,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,1
1,STAND,1,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,1
1,MOVE,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,0
1,MOVE,1,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,1,0,0,0,0,0,0,0,0,0
1,OPENMARKET,0,Item\Armor\Wing\SWD_EQU_WIN_SIT.anim,1,1,4,0,0,0,0,0,0,0,0,
1,OPENMARKET,1,Item\Armor\Wing\SWD_EQU_WIN_SIT.anim,1,1,4,0,0,0,0,0,0,0,0,
1,CLOSEMARKET,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,1,1,2,0,0,0,0,0,0,0,0,
2,STAND,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,1
2,STAND,1,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,1
2,MOVE,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,0
2,MOVE,1,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,1,0,0,0,0,0,0,0,0,0
2,OPENMARKET,0,Item\Armor\Wing\SWD_EQU_WIN_SIT.anim,1,1,4,0,0,0,0,0,0,0,0,
2,OPENMARKET,1,Item\Armor\Wing\SWD_EQU_WIN_SIT.anim,1,1,4,0,0,0,0,0,0,0,0,
2,CLOSEMARKET,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,1,1,2,0,0,0,0,0,0,0,0,
3,STAND,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,1
3,STAND,1,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,1
3,MOVE,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,0
3,MOVE,1,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,1,0,0,0,0,0,0,0,0,0
3,OPENMARKET,0,Item\Armor\Wing\SWD_EQU_WIN_SIT.anim,1,1,4,0,0,0,0,0,0,0,0,
3,OPENMARKET,1,Item\Armor\Wing\SWD_EQU_WIN_SIT.anim,1,1,4,0,0,0,0,0,0,0,0,
3,CLOSEMARKET,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,1,1,2,0,0,0,0,0,0,0,0,
4,STAND,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,1
4,STAND,1,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,1
4,MOVE,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,0
4,MOVE,1,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,1,0,0,0,0,0,0,0,0,0
4,OPENMARKET,0,Item\Armor\Wing\SWD_EQU_WIN_SIT.anim,1,1,4,0,0,0,0,0,0,0,0,
4,OPENMARKET,1,Item\Armor\Wing\SWD_EQU_WIN_SIT.anim,1,1,4,0,0,0,0,0,0,0,0,
4,CLOSEMARKET,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,1,1,2,0,0,0,0,0,0,0,0,
5,STAND,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,1
5,STAND,1,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,1
5,MOVE,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,0
5,MOVE,1,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,1,0,0,0,0,0,0,0,0,0
5,OPENMARKET,0,Item\Armor\Wing\SWD_EQU_WIN_SIT.anim,1,1,4,0,0,0,0,0,0,0,0,
5,OPENMARKET,1,Item\Armor\Wing\SWD_EQU_WIN_SIT.anim,1,1,4,0,0,0,0,0,0,0,0,
5,CLOSEMARKET,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,1,1,2,0,0,0,0,0,0,0,0,
6,STAND,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,1
6,STAND,1,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,1
6,MOVE,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,0
6,MOVE,1,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,1,0,0,0,0,0,0,0,0,0
6,OPENMARKET,0,Item\Armor\Wing\SWD_EQU_WIN_SIT.anim,1,1,4,0,0,0,0,0,0,0,0,
6,OPENMARKET,1,Item\Armor\Wing\SWD_EQU_WIN_SIT.anim,1,1,4,0,0,0,0,0,0,0,0,
6,CLOSEMARKET,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,1,1,2,0,0,0,0,0,0,0,0,
10,STAND,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,1
10,STAND,1,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,1
10,MOVE,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,0
10,MOVE,1,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,1,0,0,0,0,0,0,0,0,0
10,OPENMARKET,0,Item\Armor\Wing\SWD_EQU_WIN_SIT.anim,1,1,4,0,0,0,0,0,0,0,0,
10,OPENMARKET,1,Item\Armor\Wing\SWD_EQU_WIN_SIT.anim,1,1,4,0,0,0,0,0,0,0,0,
10,CLOSEMARKET,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,1,1,2,0,0,0,0,0,0,0,0,
12,STAND,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,1
12,STAND,1,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,1
12,MOVE,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,0
12,MOVE,1,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,1,0,0,0,0,0,0,0,0,0
12,OPENMARKET,0,Item\Armor\Wing\SWD_EQU_WIN_SIT.anim,1,1,4,0,0,0,0,0,0,0,0,
12,OPENMARKET,1,Item\Armor\Wing\SWD_EQU_WIN_SIT.anim,1,1,4,0,0,0,0,0,0,0,0,
12,CLOSEMARKET,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,1,1,2,0,0,0,0,0,0,0,0,
13,STAND,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,1
13,STAND,1,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,1
13,MOVE,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,0
13,MOVE,1,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,1,0,0,0,0,0,0,0,0,0
13,OPENMARKET,0,Item\Armor\Wing\SWD_EQU_WIN_SIT.anim,1,1,4,0,0,0,0,0,0,0,0,
13,OPENMARKET,1,Item\Armor\Wing\SWD_EQU_WIN_SIT.anim,1,1,4,0,0,0,0,0,0,0,0,
13,CLOSEMARKET,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,1,1,2,0,0,0,0,0,0,0,0,
14,STAND,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,1
14,STAND,1,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,1
14,MOVE,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,0
14,MOVE,1,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,1,0,0,0,0,0,0,0,0,0
14,OPENMARKET,0,Item\Armor\Wing\SWD_EQU_WIN_SIT.anim,1,1,4,0,0,0,0,0,0,0,0,
14,OPENMARKET,1,Item\Armor\Wing\SWD_EQU_WIN_SIT.anim,1,1,4,0,0,0,0,0,0,0,0,
14,CLOSEMARKET,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,1,1,2,0,0,0,0,0,0,0,0,
15,STAND,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,1
15,STAND,1,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,1
15,MOVE,0,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,2,0,0,0,0,0,0,0,0,0
15,MOVE,1,Item\Armor\Wing\SWD_EQU_WIN_STAND.anim,4,1,1,0,0,0,0,0,0,0,0,0
15,OPENMARKET,0,Item\Armor\Wing\SWD_EQU_WIN_SIT.anim,1,1,4,0,0,0,0,0,0,0,0,
