802,20,387,232
802,20,390,243
802,20,383,239
802,20,370,267
802,20,375,271
802,20,368,277
802,20,362,288
802,20,364,296
802,20,360,294
802,20,373,287
802,20,382,287
802,20,378,294
802,20,375,250
802,20,384,253
802,20,378,256
802,20,365,234
802,20,369,243
802,20,361,243
802,20,393,295
802,20,399,303
802,20,394,304
802,20,373,304
802,20,368,313
802,20,375,313
802,20,387,316
802,20,395,322
802,20,389,326
802,20,406,313
802,20,414,312
802,20,411,319
802,20,359,218
802,20,370,218
802,20,366,224
802,20,381,219
802,20,386,212
802,20,388,218
802,20,399,228
802,20,401,218
802,20,407,223
802,20,414,204
802,20,422,207
802,20,417,214
802,20,394,203
802,20,401,203
802,20,400,189
802,20,382,192
802,20,384,201
802,20,377,200
802,20,360,194
802,20,366,200
802,20,360,202
802,20,360,324
802,20,366,330
802,20,358,336
802,20,377,331
802,20,376,339
802,20,383,336
802,20,404,332
802,20,409,338
802,20,399,342
802,20,427,322
802,20,431,323
802,20,422,327
802,20,418,341
802,20,425,341
802,20,421,347
802,20,364,345
802,20,373,345
802,20,368,351
802,20,357,349
802,20,392,353
802,20,398,353
802,20,396,359
802,20,381,353
802,20,411,355
802,20,416,358
802,20,407,361
802,20,430,351
802,20,435,355
802,20,427,359
802,20,411,186
802,20,411,192
802,20,421,194
802,20,425,176
802,20,420,186
802,20,431,180
802,20,436,163
802,20,446,163
802,20,436,168
802,20,419,172
802,20,409,176
802,20,400,180
802,20,391,186
802,20,372,186
802,20,432,366
802,20,442,363
802,20,451,364
802,20,442,376
802,20,449,376
802,20,429,376
802,20,418,373
802,20,406,375
802,20,399,368
802,20,383,368
802,20,389,361
802,20,376,361
802,20,376,367
802,20,363,361
802,20,353,360
802,20,380,180
802,20,357,186
801,20,442,386
801,20,450,391
801,20,444,394
801,20,453,403
801,20,448,410
801,20,454,408
801,20,432,393
801,20,440,404
801,20,433,401
801,20,424,385
801,20,413,395
801,20,423,396
801,20,413,379
801,20,403,388
801,20,403,397
801,20,396,394
801,20,370,163
801,20,377,163
801,20,372,168
801,20,359,172
801,20,363,176
801,20,354,176
801,20,338,168
801,20,344,176
801,20,342,149
801,20,351,149
801,20,342,155
801,20,354,157
801,20,364,153
801,20,360,143
801,20,366,141
801,20,428,137
801,20,420,141
801,20,445,139
801,20,432,150
801,20,444,150
801,20,438,153
801,20,419,153
801,20,422,164
801,20,414,162
801,20,404,163
801,20,394,168
801,20,390,182
801,20,388,171
801,20,381,135
801,20,390,137
801,20,384,141
801,20,389,153
801,20,388,159
801,20,398,152
801,20,402,134
801,20,406,150
801,20,349,136
801,20,446,419
801,20,450,420
801,20,442,428
801,20,425,424
801,20,431,428
801,20,421,428
801,20,427,437
801,20,436,443
801,20,425,447
801,20,437,411
801,20,426,411
801,20,435,415
801,20,412,408
801,20,401,425
801,20,412,420
801,20,404,416
801,20,410,443
801,20,416,436
801,20,410,436
801,20,389,436
801,20,397,443
801,20,391,445
801,20,391,417
801,20,395,414
801,20,390,412
801,20,399,403
801,20,374,452
801,20,381,445
801,20,372,444
801,20,377,420
801,20,386,422
801,20,373,429
801,20,386,393
801,20,386,405
801,20,376,403
801,20,390,378
801,20,390,368
801,20,374,382
801,20,377,374
801,20,375,393
801,20,364,387
801,20,369,377
801,20,353,378
801,20,345,381
801,20,353,394
801,20,343,391
801,20,359,400
801,20,365,407
801,20,356,413
801,20,364,417
801,20,357,441
801,20,360,454
901,20,314,140
901,20,322,145
901,20,316,157
901,20,326,160
901,20,329,173
901,20,349,419
901,20,338,425
901,20,345,425
901,20,329,446
901,20,346,447
901,20,320,438
