DungeonIndex,49,,,,,

MessageIndex,StringCode,Menu0,Menu1,Menu2,Menu3,Menu4
1000,1000,0,0,0,0,0
1100,1100,0,0,0,0,0
1200,1200,0,0,0,0,0
1300,1300,0,0,0,0,0
1400,1400,0,0,0,0,0
1500,1500,0,0,0,0,0
1600,1600,0,0,0,0,0
1700,1700,0,0,0,0,0
1800,1800,0,0,0,0,0
1900,1900,0,0,0,0,0
2000,2000,0,0,0,0,0
2100,2100,0,0,0,0,0
2200,2200,0,0,0,0,0
2300,2300,0,0,0,0,0
2400,2400,0,0,0,0,0
2500,2500,0,0,0,0,0
2600,2600,0,0,0,0,0
2700,2700,0,0,0,0,0
2800,2800,0,0,0,0,0
2900,2900,0,0,0,0,0
3000,3000,0,0,0,0,0
3100,3100,0,0,0,0,0
3200,3200,0,0,0,0,0
3300,3300,0,0,0,0,0
3400,3400,0,0,0,0,0
3500,3500,0,0,0,0,0
15000,15000,15001,0,0,0,0
15001,15001,0,0,0,0,0
16000,16000,0,0,0,0,0
20000,20000,20001,0,0,0,0
20001,20001,0,0,0,0,0
21000,21000,0,0,0,0,0
22000,22000,22001,0,0,0,0
22001,22001,0,0,0,0,0
23000,23000,23001,0,0,0,0
23001,23001,0,0,0,0,0
25000,25000,25001,0,0,0,0
25001,25001,0,0,0,0,0
25100,25100,0,0,0,0,0
27000,27000,27001,0,0,0,0
27001,27001,0,0,0,0,0
27100,27100,0,0,0,0,0
28000,28000,28001,0,0,0,0
28001,28001,0,0,0,0,0
33000,33000,33001,33002,0,0,0
33001,33001,0,0,0,0,0
33002,33002,0,0,0,0,0
33100,33100,33101,0,0,0,0
33101,33101,0,0,0,0,0
33200,33200,33201,0,0,0,0
33201,33201,0,0,0,0,0
34000,34000,0,0,0,0,0
35000,35000,35001,0,0,0,0
35001,35001,0,0,0,0,0
38000,38000,38001,0,0,0,0
38001,38001,0,0,0,0,0
38100,38100,0,0,0,0,0
40000,40000,40001,40002,0,0,0
40001,40001,0,0,0,0,0
40002,40002,0,0,0,0,0
40100,40100,0,0,0,0,0
40200,40200,0,0,0,0,0
40300,40300,0,0,0,0,0
41000,41000,41001,0,0,0,0
41001,41001,0,0,0,0,0
41100,41100,0,0,0,0,0
41200,41200,0,0,0,0,0
42000,42000,0,0,0,0,0
43000,43000,0,0,0,0,0
43100,43100,0,0,0,0,0
44000,44000,44001,0,0,0,0
44001,44001,0,0,0,0,0
45000,45000,45001,0,0,0,0
45001,45001,0,0,0,0,0
45100,45100,45101,0,0,0,0
45101,45101,0,0,0,0,0
45200,45200,0,0,0,0,0
46000,46000,46001,0,0,0,0
46001,46001,0,0,0,0,0
46100,46100,0,0,0,0,0
