DungeonIndex,25,,,,,

MessageIndex,StringCode,Menu0,Menu1,Menu2,Menu3,Menu4
1,1,0,0,0,0,0
10,10,0,0,0,0,0
11,11,0,0,0,0,0
12,12,0,0,0,0,0
13,13,0,0,0,0,0
14,14,0,0,0,0,0
15,15,0,0,0,0,0
31,31,0,0,0,0,0
100,100,0,0,0,0,0
110,110,0,0,0,0,0
120,120,0,0,0,0,0
150,150,0,0,0,0,0
300,300,0,0,0,0,0
301,301,0,0,0,0,0
400,400,0,0,0,0,0
410,410,0,0,0,0,0
420,420,0,0,0,0,0
421,421,0,0,0,0,0
500,500,0,0,0,0,0
501,501,0,0,0,0,0
600,600,0,0,0,0,0
700,700,0,0,0,0,0
800,800,0,0,0,0,0
900,900,0,0,0,0,0
2000,2000,0,0,0,0,0
3000,3000,0,0,0,0,0
4000,4000,0,0,0,0,0
5000,5000,0,0,0,0,0
5800,5800,0,0,0,0,0
5900,5900,0,0,0,0,0
6000,6000,0,0,0,0,0
6100,6100,0,0,0,0,0
6200,6200,0,0,0,0,0
6300,6300,0,0,0,0,0
6400,6400,0,0,0,0,0
6500,6500,0,0,0,0,0
6600,6600,0,0,0,0,0
6700,6700,0,0,0,0,0
6800,6800,0,0,0,0,0
6900,6900,0,0,0,0,0
7000,7000,0,0,0,0,0
7100,7100,0,0,0,0,0
7200,7200,0,0,0,0,0
7300,7300,0,0,0,0,0
7400,7400,0,0,0,0,0
9000,9000,0,0,0,0,0
9001,9001,0,0,0,0,0
9002,9002,0,0,0,0,0
9003,9003,0,0,0,0,0
9004,9004,0,0,0,0,0
9005,9005,0,0,0,0,0
9006,9006,0,0,0,0,0
9007,9007,0,0,0,0,0
9008,9008,0,0,0,0,0
9009,9009,0,0,0,0,0
10000,10000,0,0,0,0,0
11000,11000,11001,11002,0,0,0
11001,11001,0,0,0,0,0
11002,11002,11003,0,0,0,0
11003,11003,0,0,0,0,0
11004,11004,0,0,0,0,0
12000,12000,12001,12002,0,0,0
12001,12001,0,0,0,0,0
12002,12002,12003,0,0,0,0
12003,12003,0,0,0,0,0
13000,13000,0,0,0,0,0
14000,14000,14001,14002,0,0,0
14001,14001,0,0,0,0,0
14002,14002,14003,0,0,0,0
14003,14003,0,0,0,0,0
15000,15000,0,0,0,0,0
16000,16000,16001,16002,0,0,0
16001,16001,0,0,0,0,0
16002,16002,16003,0,0,0,0
16003,16003,0,0,0,0,0
17000,17000,0,0,0,0,0
18000,18000,18002,0,0,0,0
18002,18002,0,0,0,0,0
18001,18001,18003,0,0,0,0
18003,18003,0,0,0,0,0
19000,19000,0,0,0,0,0
20000,20000,20001,20002,0,0,0
20001,20001,0,0,0,0,0
20002,20002,20003,0,0,0,0
20003,20003,0,0,0,0,0
21000,21000,0,0,0,0,0
22000,22000,22001,22002,0,0,0
22001,22001,0,0,0,0,0
22002,22002,22003,0,0,0,0
22003,22003,0,0,0,0,0
23000,23000,0,0,0,0,0
23001,23001,0,0,0,0,0
24000,24000,24001,24002,0,0,0
24001,24001,0,0,0,0,0
24002,24002,24003,0,0,0,0
24003,24003,0,0,0,0,0
25000,25000,25001,25002,0,0,0
25001,25001,0,0,0,0,0
25002,25002,25003,0,0,0,0
25003,25003,0,0,0,0,0
25004,25004,0,0,0,0,0
25005,25005,0,0,0,0,0
26000,26000,26001,26002,0,0,0
26001,26001,0,0,0,0,0
26002,26002,26003,0,0,0,0
26003,26003,0,0,0,0,0
27000,27000,27001,27002,0,0,0
27001,27001,0,0,0,0,0
27002,27002,27003,0,0,0,0
27003,27003,0,0,0,0,0
28000,28000,0,0,0,0,0
29000,29000,29001,29002,0,0,0
29001,29001,0,0,0,0,0
29002,29002,29003,0,0,0,0
29003,29003,0,0,0,0,0
30000,30000,0,0,0,0,0
31000,31000,31002,0,0,0,0
31002,31002,0,0,0,0,0
32000,32000,0,0,0,0,0
40001,40001,0,0,0,0,0
40000,40000,0,0,0,0,0
