Filename,Start X,Start Y,End X,End Y
Character/Archeress/Skill/ARC_SKL_BOW_GUIDESHOT_READY_01.anim,0.000000,0.000000,0.000000,0.251722
Character/Archeress/Skill/ARC_SKL_BOW_TRIANGLE_READY_01.anim,0.000000,0.000000,0.000000,0.251722
Character/Archeress/Skill/ARC_SKL_CRS_GUIDESHOT_READY_01.anim,0.000000,0.000000,0.000000,0.251722
Character/Archeress/Skill/ARC_SKL_CRS_TRIANGLE_READY_01.anim,0.000000,0.000000,0.000000,0.251722
Character/Sorceress/Skill/SOR_SKL_COM_FIREBLAZE_READY_01.anim,0.000000,0.000000,0.000000,-0.158011
Character/Sorceress/Skill/SOR_SKL_COM_FLAMEBOMBING_05.anim,0.000000,-0.189194,0.000000,-0.298308
Character/Summoner/Skill/SUM_SKL_COM_ALDEBARAN_ACTION_01.anim,-0.000000,0.000000,-0.000000,-1.245256
Character/Summoner/Skill/SUM_SKL_COM_CROSSHACK_01.anim,0.000000,0.000000,0.000000,-0.814028
Character/Summoner/Skill/SUM_SKL_COM_CROSSHACK_02.anim,0.000000,-0.874154,0.000000,-1.619379
Character/Summoner/Skill/SUM_SKL_COM_EBOLT_READY_01.anim,-0.000000,-0.000000,-0.000000,-0.224804
Character/Summoner/Skill/SUM_SKL_COM_REGULUS_ACTION_01.anim,0.000000,-0.000000,0.000000,-1.079310
Character/Summoner/Skill/SUM_SKL_COM_SPILITDAGGER_READY_01.anim,-0.000000,-0.000000,-0.000000,-0.135394
Character/Summoner/Skill/SUM_SKL_COM_VULCAN_ACTION_01.anim,0.000000,-0.588148,0.000000,-0.981848
Character/Summoner/Skill/SUM_SKL_COM_VULCAN_READY_01.anim,0.000000,-0.000000,0.000000,-0.588148
Character/Summoner/Skill/SUM_SKL_DUL_BLADEDANCE_ACTION_01.anim,0.000000,0.000000,0.000000,-0.413343
Character/Summoner/Skill/SUM_SKL_DUL_BLADEDANCE_ACTION_02.anim,0.000000,-0.531510,0.000000,-1.787437
Character/Summoner/Skill/SUM_SKL_DUL_BLADEDANCE_ACTION_03.anim,0.000000,-1.972561,0.000000,-3.115438
Character/Summoner/Skill/SUM_SKL_DUL_BLADESPIN_READY_01.anim,-0.000000,0.000000,-0.000000,-0.283212
Character/Summoner/Skill/SUM_SKL_DUL_POISONSWORD_ACTION_01.anim,0.000000,0.000000,0.000000,-0.826763
Character/Summoner/Skill/SUM_SKL_DUL_POISONSWORD_ACTION_02.anim,0.000000,-0.809602,0.000000,-1.361265
Character/Summoner/Skill/SUM_SKL_DUL_POISONSWORD_ACTION_03.anim,0.000000,-1.516203,0.000000,-3.030839
Character/Summoner/Skill/SUM_SKL_DUL_TWINSLASH_ACTION_01.anim,0.000000,0.000000,0.000000,-0.487528
Character/Summoner/Skill/SUM_SKL_DUL_TWINSLASH_ACTION_02.anim,0.000000,-0.539595,0.000000,-1.016263
Character/Summoner/Skill/SUM_SKL_DUL_TWINSLASH_FINISH_01.anim,0.000000,-1.614434,0.000000,-1.774208
Character/Summoner/Skill/SUM_SKL_DUL_TWINSLASH_REPLAY_01.anim,0.000000,-1.138457,0.000000,-1.540363
Character/Summoner/Skill/SUM_SKL_STF_INFECTEDEARTH_ACTION_01.anim,0.000000,-0.000000,0.000000,-1.079310
Character/Summoner/Skill/SUM_SKL_STF_VENOMLIGHT_02.anim,-0.000000,-0.000000,-0.000000,-0.133099
Character/Summoner/Skill/SUM_SKL_STF_VICIOUSTHORN_01.anim,-0.000000,-0.000000,-0.000000,-0.316081
Character/Swordmans/Skill/SWD_SKL_COM_POWERSTRIKE_01.anim,0.000000,0.000000,0.000000,-1.443482
Character/Swordmans/Skill/SWD_SKL_GAX_ACHILLES_ACTION_01.anim,0.000000,-0.139592,0.000000,-2.062733
Character/Swordmans/Skill/SWD_SKL_GAX_SLASH_ACTION_02.anim,0.000000,-0.767339,0.000000,-0.904347
Character/Swordmans/Skill/SWD_SKL_GAX_SLASH_READY_01.anim,0.000000,0.000000,0.000000,-0.741765
Character/Swordmans/Skill/SWD_SKL_GAX_SONICMASSACRE_01.anim,0.000000,-0.000000,0.000000,-0.351600
Character/Swordmans/Skill/SWD_SKL_GAX_SONICMASSACRE_02.anim,0.000000,-0.422113,0.000000,-1.712236
Character/Swordmans/Skill/SWD_SKL_GAX_SONICMASSACRE_03.anim,0.000000,-1.958444,0.000000,-3.162384
Character/Swordmans/Skill/SWD_SKL_GAX_WRISTCHOP_01.anim,0.000000,-0.000000,0.000000,-0.445988
Character/Swordmans/Skill/SWD_SKL_GMA_AMORBREAKER_READY_01.anim,0.000000,-0.000000,0.000000,-1.357142
Character/Swordmans/Skill/SWD_SKL_GMA_BASH_ACTION_01.anim,0.000000,-0.721171,0.000000,-1.539901
Character/Swordmans/Skill/SWD_SKL_GMA_BASH_READY_01.anim,0.000000,0.000000,0.000000,-0.685683
Character/Swordmans/Skill/SWD_SKL_GMA_HEAVYBLOW_01.anim,0.000000,-0.000000,0.000000,-0.264927
Character/Swordmans/Skill/SWD_SKL_GMA_SOLAREVIL_01.anim,0.000000,0.000000,-0.000000,-2.248360
Character/Swordmans/Skill/SWD_SKL_GMA_SOLAREVIL_02.anim,-0.000000,-2.253930,0.000000,-3.478337
Character/Swordmans/Skill/SWD_SKL_GMA_SOLAREVIL_03.anim,0.000000,-3.483424,0.000000,-6.152996
Character/Swordmans/Skill/SWD_SKL_LSW_AIRSMASHING_01.anim,0.000000,0.000000,0.000000,-0.316147
Character/Swordmans/Skill/SWD_SKL_LSW_AIRSMASHING_02.anim,0.000000,-0.335470,0.000000,-1.608918
