1801,100,181,93
1711,80,182,24
1711,80,226,39
1711,80,297,45
1711,80,434,40
1706,30,114,57
1706,30,117,63
1706,30,134,56
1706,30,138,60
1706,30,158,39
1706,30,160,46
1706,30,128,32
1706,30,132,34
1706,30,173,20
1706,30,179,20
1706,30,202,25
1706,30,202,32
1706,30,203,54
1706,30,208,58
1706,30,227,32
1706,30,228,37
1706,30,224,71
1706,30,230,71
1706,30,239,47
1706,30,236,51
1705,40,163,42
1705,40,176,24
1705,40,205,55
1706,30,76,55
1706,30,273,33
1706,30,273,38
1706,30,269,61
1706,30,271,66
1706,30,283,53
1706,30,285,49
1706,30,319,32
1706,30,322,36
1706,30,322,66
1706,30,319,70
1706,30,384,32
1706,30,379,36
1706,30,383,61
1706,30,380,67
1706,30,406,69
1706,30,429,68
1706,30,435,66
1706,30,438,38
1706,30,440,42
1706,30,409,28
1706,30,415,27
1705,40,425,124
1706,30,475,156
1706,30,478,160
1705,40,398,153
1705,40,475,162
1706,30,445,153
1706,30,449,160
1706,30,444,125
1706,30,448,127
1706,30,423,121
1706,30,421,125
1706,30,412,141
1706,30,418,145
1706,30,395,151
1706,30,395,155
1706,30,377,140
1706,30,380,136
1706,30,381,113
1706,30,383,116
1706,30,363,118
1706,30,363,122
1706,30,344,128
1706,30,346,132
1706,30,349,164
1706,30,355,163
1705,40,448,123
1705,40,444,159
1705,40,413,146
1705,40,381,141
1705,40,384,113
1705,40,349,130
1705,40,353,163
1706,30,292,30
1706,30,298,34
1706,30,292,70
1706,30,299,71
1707,30,68,439
1707,30,68,445
1707,30,102,437
1707,30,102,443
1707,30,108,473
1707,30,139,486
1707,30,136,433
1707,30,133,438
1707,30,168,436
1707,30,172,441
1707,30,219,435
1707,30,216,442
1707,30,257,432
1707,30,254,439
1708,30,66,443
1708,30,103,440
1708,30,133,434
1708,30,174,436
1708,30,259,436
1708,30,216,437
1707,30,181,481
1707,30,248,482
1707,30,311,469
1707,30,305,474
1707,30,308,435
