skill,,,,,,,,,,,,,
Index,544,,,,,,,,,,,,
MaxLevel,10,,,,,,,,,,,,
MaxStyleCode,4,,,,,,,,,,,,
Name,라이트닝 서클,,,,,,,,,,,,
Distance,10,,,,,,,,,,,,
TypeFlag,CAST,,,,,,,,,,,,
PCClassFlag,SOR,,,,,,,,,,,,
Target,1 2,,,,,,,,,,,,
IconIndex,544,,,,,,,,,,,,
IconPosX,2,,,,,,,,,,,,
IconPosY,4,,,,,,,,,,,,
IconTabIndex,4,,,,,,,,,,,,
Description,모든 무기\ 특정 지역에 다수의 번개를 떨어뜨려 공격한다.,,,,,,,,,,,,
ActionType,PREPARE,,,,,,,,,,,,
ReadyActionStyle,0,,,,,,,,,,,,
ReadyActionIndex,60,,,,,,,,,,,,,,,,,,,
ReadyActionTimeTick,1670,,,,,,,,,,,,,,,,,,,
ReadyEffectID,3052,,,,,,,,,,,,,,,,,,,
ReadySceneID,1,,,,,,,,,,,,,,,,,,,
ReadyEffectTime,1600,,,,,,,,,,,,,,,,,,,
ChargeActionStyle,0,,,,,,,,,,,,,,,,,,,
ChargeActionIndex,61,,,,,,,,,,,,,,,,,,,
ChargeActionTimeTick,850,,,,,,,,,,,,,,,,,,,
ChargeEffectID,3052,,,,,,,,,,,,,,,,,,,
ChargeSceneID,2, ,,,,,,,,,,,,,,,,,,
ChargeEffectTime,1600,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Combo,,,,,,,,,,,,,,,,,Style,,,
ComboIndex,ActionType,Style,ActionIndex,TimeTick,EffectID,SceneID,EffectTime,ResultCode,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,Arg7,ResultEffectID,ResultSceneID,ResultEffectTime,StyleCodeIndex,StyleCode
0,ACTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BAREHANDS
1,ACTION,255,106,900,3052,3,1000,1000305,320,100,109,0,0,0,0,3053,1,3500,1,SHORTSWORD
2,ACTION,255,107,500,0,0,0,1000305,320,100,116,0,0,0,0,0,0,0,2,STAFF
3,ACTION,255,108,500,0,0,0,1000305,320,100,124,0,0,0,0,0,0,0,3,WAND
4,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
5,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
6,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
7,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
8,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
9,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
10,ACTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
11,ACTION,255,106,900,3052,3,1000,1000305,320,100,117,0,0,0,0,3053,1,3500,11,
12,ACTION,255,107,500,0,0,0,1000305,320,100,125,0,0,0,0,0,0,0,12,
13,ACTION,255,108,500,0,0,0,1000305,320,100,134,0,0,0,0,0,0,0,13,
14,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
15,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
16,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,
17,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,
18,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
19,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,
20,ACTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
21,ACTION,255,106,900,3052,3,1000,1000305,320,100,132,0,0,0,0,3053,1,3500,,
22,ACTION,255,107,500,0,0,0,1000305,320,100,141,0,0,0,0,0,0,0,,
23,ACTION,255,108,500,0,0,0,1000305,320,100,151,0,0,0,0,0,0,0,,
24,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
25,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
26,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
27,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
28,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
29,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
30,ACTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
31,ACTION,255,106,900,3052,3,1000,1000305,320,100,134,0,0,0,0,3053,1,3500,,
32,ACTION,255,107,500,0,0,0,1000305,320,100,143,0,0,0,0,0,0,0,,
33,ACTION,255,108,500,0,0,0,1000305,320,100,153,0,0,0,0,0,0,0
34,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,ACTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,ACTION,255,106,900,3052,3,1000,1000305,320,100,156,0,0,0,0,3053,1,3500
42,ACTION,255,107,500,0,0,0,1000305,320,100,166,0,0,0,0,0,0,0
43,ACTION,255,108,500,0,0,0,1000305,320,100,178,0,0,0,0,0,0,0
44,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,ACTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,ACTION,255,106,900,3052,3,1000,1000305,320,100,166,0,0,0,0,3053,1,3500
52,ACTION,255,107,500,0,0,0,1000305,320,100,177,0,0,0,0,0,0,0
53,ACTION,255,108,500,0,0,0,1000305,320,100,190,0,0,0,0,0,0,0
54,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,ACTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,ACTION,255,106,900,3052,3,1000,1000305,320,100,182,0,0,0,0,3053,1,3500
62,ACTION,255,107,500,0,0,0,1000305,320,100,194,0,0,0,0,0,0,0
63,ACTION,255,108,500,0,0,0,1000305,320,100,208,0,0,0,0,0,0,0
64,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,ACTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,ACTION,255,106,900,3052,3,1000,1000305,320,100,208,0,0,0,0,3053,1,3500
72,ACTION,255,107,500,0,0,0,1000305,320,100,222,0,0,0,0,0,0,0
73,ACTION,255,108,500,0,0,0,1000305,320,100,237,0,0,0,0,0,0,0
74,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,ACTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,ACTION,255,106,900,3052,3,1000,1000305,320,100,232,0,0,0,0,3053,1,3500
82,ACTION,255,107,500,0,0,0,1000305,320,100,248,0,0,0,0,0,0,0
83,ACTION,255,108,500,0,0,0,1000305,320,100,266,0,0,0,0,0,0,0
84,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,ACTION,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
